,#,Boardgame,Min. Players,Max. Players,Playing Time,Complexity (BGG),Language,Type,Categories,Mechanisms,
,2,Monopoly (1935),2,8,60-180 Min,"1,62",,Family,Economic,"Auction / Bidding, Auction: English, Income, Loans, Lose a Turn, Ownership, Player Elimination, Roll / Spin and Move, Set Collection, Track Movement, Trading",
,1,Monopoly Card Games: Free Parking and Water Works (1999),2,4,25-45 Min,1,,Family,"Card Game, Children's Game","Push Your Luck, Take That, Tile Placement",
,1,Monopoly: Het Kaartspel (2000),2,6,30 Min,"1,46",Dutch,Family,"Card Game, Economic, Negotiation","Set Collection, Trading",
,1,Monster Mania (2018),2,4,15 Min,"1,2",Dutch,Children's,"Children's Game, Fantasy, Memory",Memory,
,1,Monsters of Loch Lomond (2023),2,6,30 Min,"1,8",,Strategy,"Card Game, Medieval, Mythology","Action / Event, End Game Bonuses, Memory, Multi-Use Cards, Ordering",
,1,Montana (2017),2,4,45 Min,"2,23",,Strategy,"American West, City Building, Racing, Territory Building","Auction / Bidding, Auction: Fixed Placement, Constrained Bidding, Set Collection, Worker Placement",
,1,Mr. Jack (2006),2,2,30 Min,"2,17","Dutch, English","Two-Player, Strategy","Deduction, Murder / Mystery","Grid Movement, Hexagon Grid, Open Drafting, Variable Player Powers",
,1,Muizenval (2004),2,4,30 Min,"1,11",Dutch,Children's,"Action / Dexterity, Animals, Children's Game","Race, Roll / Spin and Move",
,2,Munchkin EN (2001),3,6,60-120 Min,"1,82",English,Party,"Card Game, Fantasy, Fighting, Humor","Hand Management, Race, Take That, Variable Player, Powers",
,1,Munchkin NL (2001),3,6,60-120 Min,"1,82",Dutch,Party,"Card Game, Fantasy, Fighting, Humor","Hand Management, Race, Take That, Variable Player, Powers",
,1,My City (2020),2,4,30 Min,"1,99",,Family,City Building,"Bingo, Catch the Leader, Grid Coverage, Legacy Game, Pattern Building, Scenario / Mission / Campaign Game, Tile Placement",
,1,Nautilion (2016),1,2,30 Min,"1,87",,"Two-Player, Strategy","Dice, Fantasy, Nautical","Cooperative Game, Dice Rolling, Modular Board, Roll / Spin and Move, Set Collection, Solo / Solitaire Game",
,1,Explorers of Navoria (2024),2,4,40-80 Min,"2,26",,Strategy,"Adventure, Exploration, Fantasy","Action Drafting, End Game Bonuses, Income, Set Collection, Track Movement, Worker Placement, Different Worker Types",
,1,New York Zoo (2020),1,5,30-60 Min,"1,96",Dutch,Family,"Abstract Strategy, Animals, Puzzle","Automatic Resource, Growth, Grid Coverage, Modular Board, Race, Rondel, Tile Placement",
,1,Nieuw Amsterdam (2012),2,5,90 Min,"3,22",,Strategy,"Economic, Renaissance","Area Majority / Influence, Auction / Bidding, Auction: Once Around, Set Collection, Turn Order: Auction",
,1,NMBR 9 (2017),1,4,20 Min,"1,23","Dutch, French",Abstract,"Abstract Strategy, Number, Puzzle","Bingo, Layering, Pattern Building, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement",
,1,Noria (2017),2,4,70-120 Min,"3,62",,Strategy,"Economic, Fantasy, Industry / Manufacturing","Deck, Bag and Pool Building",
,1,Nosferatu (2013),4,10,20 Min,"1,39",,Party,"Bluffing, Card Game, Deduction, Horror","Hand Management, Hidden Roles, Push Your Luck, Team-Based Game",
,1,Not Alone (2016),2,7,30-45 Min,"1,99",,Strategy,"Bluffing, Card Game, Deduction, Horror, Science Fiction","Deck, Bag, and Pool Building, Hand Management, Hidden Movement, Race, Simultaneous Action Selection, Team-Based Game",
,1,Nova Luna (2019),1,4,30-60 Min,"1,88",Dutch,Abstract,"Abstract Strategy, Puzzle","Contracts, Pattern Building, Race, Rondel, Tile Placement, Turn Order: Time Track",
,1,"O, Farao! (2004)",2,4,40 Min,"1,48",Dutch,Family,"Ancient, Card Game","Pattern Building, Take That, Trading",
,1,Oath (2021),1,6,45-150 Min,"4,12",,Thematic,"Economic, Fantasy, Negotiation, Political, Territory Building, Wargame","Action Points, Area Majority / Inlfuence, Area Movement, Dice Rolling, Modular Board, Negotiation, Scenario / Mission / Campaign Game, Storytelling, Take That, Variable Set-up",
,1,Odin (2024),2,6,15 Min,"1,22",,Family,Card Game,Ladder Climbing,
,1,Oh My Goods! (2015),2,4,30 Min,"2,3",,Strategy,"Card Game, Economic, Medieval","Action Queue, Contracts, End Game Bonuses, Hand Management, Income, Multi-Use Cards, Open Drafting, Push Your Luck, Set Collection, Turn Order: Progressive, Variable Set-up",
,1,Okiya (2012),2,2,10 Min,"1,22","Dutch, English","Two-Player, Abstract",Abstract Strategy,Pattern Building,
,1,Omdenken - Switch (2020),4,8,20-60 Min,"1,2",Dutch,Party,Party Game,"Hand Management, Questions and Answers",
,1,One Week Ultimate Werewolf (2018),3,7,45-60 Min,2,,Party,"Bluffing, Deduction, Horror, Party Game","Hand Management, Modular Board, Role Playing, Traitor Game, Voting",
,1,"Openhartig: Wie ben jij, wie ben ik? (2019)",2,10,15 Min,1,,Party,Party Game,Questions and Answers,
,1,Outlaws: Last Man Standing (2018),2,2,15 Min,"1,89",Dutch,"Two-Player, Strategy","American West, Bluffing, Deduction",-,
,1,Overboss: A Boss Monster Adventure (2021),1,5,20-30 Min,"2,04",English,Family,"Fantasy, Puzzle, Video Game Theme","Open Drafting, Pattern Building, Pieces as Map, Set Collection, Solo / Solitaire Game, Tile Placement",
,1,Paapageno (2020),2,5,15 Min,1,"Dutch, English, French German, Italian, Spanish",Children's,"Animals, Card Game, Children's Game",Set Collection,
,1,Paladijnen van het Westelijk Koninkrijk (2019),1,4,90-120 Min,"3,71",Dutch,Strategy,Medieval,"End Game Bonuses, Market, Open Drafting, Solo / Solitaire Game, Worker Placement, Worker Placement, Different Worker Types",
,1,Paleo (2020),2,4,45-60 Min,"2,66",Dutch,Strategy,"Card Game, Exploration, Prehistoric","Action / Event, Cooperative Game, Deck, Bag, and Pool Building, Memory, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Variable Set-up",
,2,Pandemic (2008),2,4,45 Min,"2,39",Dutch,Strategy,"Medical, Travel","Action Points, Chaining, Contracts, Cooperative Game, Events, Hand Management, Multi-Use Cards, Point to Point, Movement, Set Collection, Simulation, Tags, Trading, Variable Player Powers, Variable Set-up",
,2,Pandemic: Rapid Response (2019),2,4,20 Min,"2,12",,Strategy,"Dice, Medical, Real-Time","Contracts, Cooperative Game, Dice Rolling, Re-rolling and Locking, Real-Time, Variable Player Powers",
,1,Pandemic: 10th Anniversary Edition (2008),2,4,45 Min,"2,39",,Strategy,"Medical, Travel","Action Points, Chaining, Contracts, Cooperative Game, Events, Hand Management, Multi-Use Cards, Point to Point, Movement, Set Collection, Simulation, Tags, Trading, Variable Player Powers, Variable Set-up",
,1,Pandemic: Hot Zone - North America (2020),2,4,30 Min,"1,88",,Strategy,"Medical, Print & Play","Action Points, Cooperative Game, Hand Management, Point to, Point Movement, Set Collection, Trading, Variable Player Powers",
,1,Pandemic: Rising Tide (2017),2,5,45 Min,"2,53",,Strategy,Environmental,"Action Points, Area Movement, Cooperative Game, Hand Management, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",
,1,Paniek in de Wei (2005),2,4,45 Min,"2,22",Dutch,Family,Animals,"Dice Rolling, Grid Movement, Hand Management, Pattern Building",
,1,Papageno (2020),2,5,15 Min,1,"English, Dutch, French, German",Children's,"Animals, Card Game, Children's Game",Set Collection,
,1,Paris (2020),2,4,90 Min,"2,74",,Strategy,"City Building, Economic, Post-Napoleonic","Area Majority / Influence, End Game Bonuses, Hand Management, Income, Modular Board, Set Collection, Tags, Worker Placement",
,1,PARKS (2019),1,5,30-60 Min,"2,12",English,Family,"Animals, Economic, Environmental, Travel","Contracts, End Game Bonuses, Events, Modular Board, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Variable Set-up, Worker Placement",
,1,Pasha (2013),2,5,30 Min,"1,35",,Family,"Arabian, Card Game, Dice","Dice Rolling, Hand Management, Push Your Luck, Re-rolling and Locking",
,1,Patchwork (2014),2,2,15-30 Min,"1,6",Dutch,"Two-Player, Abstract","Abstract Strategy, Economic, Puzzle","Grid Coverage, Income, Open Drafting, Rondel, Square Grid, Tile Placement, Turn Order: Stat-Based, Turn Order: Time Track, Victory Points as a Resource",
,2,Patchwork Light/Express (2018),2,2,10 Min,"1,61",Dutch,"Two-Player, Family","Abstract Strategy, Puzzle","Grid Coverage, Open Drafting, Square Grid, Tile Placement, Turn Order: Time Track, Victory Points as a Resource",
,1,Pearls (2019),2,6,15 Min,1,,Family,"Card Game, Nautical","Hand Management, Market, Set Collection",
,1,Pechvogel (2018),2,5,20 Min,1,,Family,"Animals, Dice","Dice Rolling, Push Your Luck, Take That",
,1,Pendulum (2020),1,5,60-90 Min,"2,97",,Strategy,"Card Game, Economic, Real-Time","Action Timer, Deck Construction, Real-Time, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types",
,1,Penny Papers Adventures: Skull Island (2018),1,99,20 Min,"1,9",,Family,Adventure,"Dice Rolling, Paper-and-Pencil, Simultaneous Action Selection",
,1,Perudo (2021),2,6,15-30 Min,"1,25",,Party,"Bluffing, Children's Game, Dice, Movies / TV / Radio theme, Party Game","Betting and Bluffing, Dice Rolling, Player Elimination",
,1,Photosynthesis (2017),2,4,30-60 Min,"2,26",English,Family,"Abstract Strategy, Economic","Action Points, Area Majority / Influence, Bias, End Game Bonuses, Hexagon Grid, Income, Turn Order: Progressive",
,1,Pick a Pen: Hackers (2024),2,4,30 Min,1,,Family,"Math, Puzzle","Drawing, Grid Coverage, Paper-and-Pencil",
,1,Pictomania (2011),3,6,25 Min,"1,53",Dutch,Party,"Party Game, Real-Time",Drawing,
,1,Pictures (2019),3,5,20-30 Min,"1,03",,Party,"Deduction, Party Game","Communication Limits, Deduction, Pattern Recognition",
,1,Pissebedden (2014),3,6,15 Min,"1,14",,Family,"Animals, Card Game",Pattern Recognition,
,1,Planet (2018),2,4,30-45 Min,"1,59","Dutch, English, French, Spanish",Family,"Environmental, Puzzle, Science Fiction","Open Drafting, Tile Placement, Turn Order: Progressive",
,1,Pocket Escape room: De Tijd Vliegt (2017),1,6,30-90 Min,"1,58",,Thematic,"Card Game, Puzzle, Real-time","Cooperative Game, Move Through Deck, Real-Time",
,1,Pony Jumping (2012),2,4,10 Min,1,Dutch,Children's,"Animals, Children's Game",,
,1,Port Royal (2014),2,5,20-50 Min,"1,63",,Family,"Card Game, Economic, Nautical, Pirates","Contracts, Events, Income, Move Through Deck, Open Drafting, Ownership, Push Your Luck, Race, Set Collection, Tags",
,2,Port Royal: Big Box (2022),1,5,20-50 Min,"1,75",Dutch,Family,"Card Game, Economic, Nautical, Pirates","Contracts, Cooperative Game, Move Through Deck, Open Drafting, Push Your Luck, Set Collection, Solo / Solitaire Game",
,1,Portal: The Uncooperative Cake Acquisition Game (2015),2,4,30-45 Min,"2,12",English,Thematic,"Puzzle, Science Fiction, Video Game Theme","Area Majority / Influence, Modular Board",
,1,Postcards (2025),1,4,30-45 Min,"1,73",Dutch,Family,Travel,Set Collection,
,1,Potion Explosion (2015),2,4,30-45 Min,"1,78",,Family,"Fantasy, Puzzle","Contracts, Open Drafting, Pattern Recognition, Set Collection, Take That, Variable Set-up",
,1,Power Plants (2022),1,5,30 Min,"2,52",Dutch,Abstract,"Fantasy, Puzzle, Territory Building","Area Majority / Influence, Solo / Solitaire Game, Tile Placement",
,1,Powerline (2022),1,6,45 Min,"2,13",Dutch,Strategy,"Dice, Environmental, Industry / Manufacturing","Dice Rolling, Network and Route Building, Simultaneous Action Selection, Variable Set-up",
,1,Zombicide Season 2: Prison Outbreak (2013),1,6,60 Min,"2,67",,Thematic,"Horror, Miniatures, Zombies","Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",
,1,Professor Evil and The Citadel of Time (2017),2,4,30-45 Min,"1,95",English,Family,Adventure,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Variable Player Powers",
,1,Punto (2018),2,4,20 Min,"1,08",,Abstract,Abstract Strategy,"Pattern Building, Team-Based Game, Tile Placement",
,1,Pyramido (2023),2,4,45 Min,"1,76",Dutch,Family,"Abstract Strategy, Puzzle","Layering, Open Drafting, Tile Placement, Variable Phase Order",
,1,Pyramido: Forgotten Treasures (2025),1,4,45 Min,"1,5",Dutch,Family,"Abstract Strategy, Adventure, Puzzle","Connections, Layering, Open Drafting, Tile Placement",
,1,Quadropolis (2016),2,4,30-60 Min,"2,2",English,Family,"City Building, Environmental","End Game Bonuses, Open Drafting, Pattern Building, Set Collection, Square Grid, Tile Placement, Worker Placement, Worker Placement, Different Worker Types",
,1,Quarriors! (2011),2,4,30 Min,"1,97",English,Strategy,"Dice, Fantasy, Fighting","Deck, Bag, and Pool Building, Delayed Purchase, Dice Rolling, Die Icon Resolution, Interrupts, Open Drafting, Race, Take That, Variable Set-up",
,1,Queendomino (2017),2,4,25 Min,"2,07","English, French",Family,"Fantasy, Medieval, Puzzle, Territory Building","Enclosure, Market, Open Drafting, Pattern Building, Tile Placement, Turn Order: Claim Action",
,1,Queensland (2022),1,4,45 Min,"2,25","Dutch, English",Family,Farming,Tile Placement,
,1,Quoridor (1997),2,4,15 Min,"1,83","Dutch, English",Abstract,"Abstract Strategy, Children's Game, Maze","Connections, Grid Movement, Race, Square Grid, Zone of Control",
,1,Qwantum (2018),2,4,15 Min,"1,27",,Family,Dice,"Dice Rolling, Paper-and-Pencil",
,1,Qwirkle (2006),2,4,45 Min,"1,58",,Abstract,Abstract Strategy,"Hand Management, Pattern Building, Square Grid, Tile Placement",
,1,Qwirkle Cards (2015),2,4,20 Min,"1,44",,Abstract,Card Game,"Hand Management, Set Collection",
,2,Qwixx (2012),2,5,15 Min,"1,11",,Family,"Dice, Math, Number","Bingo, Dice Rolling, Paper-and-Pencil",
,2,Qwixx: Het Kaartspel (2014),2,5,15 Min,"1,21",,Family,Card Game,"Hand Management, Open Drafting",
,1,Railroad Ink Challenge: Shining Yellow Edition (2021),1,4,15-30 Min,"2,03",,Family,"Dice, Trains","Bingo, Connections, Dice Rolling, Line Drawing, Network and Route Building, Paper-and-Pencil, Simultaneous Action Selection, Solo / Solitaire Game",
,1,Rajas of the Ganges (2017),2,4,45-75 Min,"2,9",,Strategy,"Dice, Economic, Renaissance, Territory Building",,
,1,Random Talents (2024),3,18,20 Min,1,,Party,Party Game,Team-Based Game,
,1,Ratjack (2024),2,4,15-30 Min,"1,71",,Family,"Animals, Card Game","Hand Management, Player Elimination, Take That",
,1,Rattus (2010),2,4,45 Min,"2,06","Dutch, English",Strategy,"Animals, Medieval","Area Majority / Influence, Area Movement, Open Drafting, Stat Check Resolution, Variable Player Powers",
,1,Red7 (2014),2,4,5-30 Min,"1,7",Dutch,Family,"Card Game, Number","Hand Management, Move Through Deck, Multi-Use Cards, Pattern Building, Player Elimination, Score-and-Reset Game, Set Collection",
,1,Redwood (2023),1,4,45-60 Min,"2,14","Dutch, English, French",Family,"Animals, Environmental, Exploration","Line of Sight, Movement Template, Set Collection, Solo / Solitaire Game",
,1,Reef (2018),2,4,30-45 Min,"1,82","Dutch, French",Family,"Abstract Strategy, Animals","Hand Management, Layering, Pattern Building, Tile Placement",
,1,Regenboogslang (2001),2,5,15 Min,"1,02",,Children's,"Animals, Children's Game, Puzzle","Pattern Building, Tile Placement",
,1,Regenwormen (2005),2,7,20 Min,"1,16",,Family,"Animals, Dice","Dice Rolling, Push Your Luck, Re-rolling and Locking, Take That",
,1,Renature (2020),2,4,45-60 Min,"2,22",Dutch,Strategy,Environmental,"Area Majority / Influence, Enclosure, Hand Management, Tile Placement",
,1,Reuze Ganzenbord (1587),2,6,20 Min,"1,05",,Children's,"Animals, Children's Game, Educational, Racing","Dice Rolling, Events, Lose a Turn, Race, Roll / Spin and Move, Track Movement",
,1,Rhino Hero (2011),2,5,5-15 Min,"1,02",,Children's,"Action / Dexterity, Animals, Card Game, Children's Game, Party Game","Hand Management, Lose a Turn, Score-and-Reset Game, Stacking and Balancing, Three Dimensional Movement",
,1,Riftforce (2021),2,2,20-30 Min,"2,13",Dutch,"Two-Player, Strategy","Fantasy, Fighting","Hand Management, Open Drafting, Race, Variable Player Powers",
,2,Risk (1959),2,6,120 Min,"2,06",Dutch,Strategy,"Territory Building, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Income, Player Elimination, Point to Point Movement, Set Collection, Variable Set-up",
,1,Riverside (2021),1,6,15-25 Min,"1,89",,Family,"Dice, Economic","Dice Rolling, Modular Board, Paper-and-Pencil",
,1,Robinson Crusoe: Adventures on the Cursed Island (2012),1,4,60-120 Min,"3,83",,Thematic,"Adventure, Exploration, Fighting, Novel-based, Territory Building","Action Queue, Area Movement, Cooperative Game, Dice Rolling, Die Icon Resolution, Events, Hexagon Grid, Map Addition, Movement Points, Narrative Choice / Paragraph, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Tile Placement, Turn Order: Progressive, Variable Player Powers, Worker Placement",
,1,Robo Rally (2023),2,6,45-90 Min,"2,33",English,Strategy,"Maze, Miniatures, Racing, Science Fiction","Action Queue, Bias, Grid Movement, Modular Board, Programmed Movement, Race, Simultaneous Action Selection",
,1,Roll & Seek: The Museum (2018),2,4,10-20 Min,"1,04","Dutch, English",Children's,"Children's Game, Memory","Dice Rolling, Memory",
,1,Rollecate (2019),1,4,10-15 Min,"1,54",,Family,"Card Game, Trains","Dice Rolling, Hand Management, Network and Route Building, Push Your Luck",
,1,Root (2018),2,4,60-90 Min,"3,84",,Strategy,"Animals, Fantasy, Negotiation, Territory Building, Wargame","Action Points, Action Queue, Action Retrieval, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Multi-Use Cards, Negotiation, Point to Point Movement, Race, Sudden Death Ending, Take That, Variable Player Powers, Variable Set-up",
,1,Rudi Racer (2018),1,4,10 Min,1,,Children's,"Children's Game, Dice","Dice Rolling, Race",
,2,Rummikub (1977),2,4,60 Min,"1,71",,Family,"Abstract Strategy, Card Game, Number","Set Collection, Tile Placement",
,1,Rush Out! (2021),3,5,20-30 Min,"1,5","Dutch, English, French, German",Family,"Adventure, Dice, Fantasy, Real-time","Dice Rolling, Real-Time",
,1,Russian Railroads (2013),2,4,120 Min,"3,4",,Strategy,"Industry / Manufacturing, Trains","End Game Bonuses, Tech Trees / Tech Tracks, Turn Order: Claim Action, Worker Placement",
,1,Saboteur (2004),3,10,30 Min,"1,32",,Party,"Bluffing, Card Game, Deduction, Exploration, Fantasy, Party Game","Hand Management, Hidden Roles, Hidden Victory Points, Map Addition, Network and Route Building, Score-and-Reset Game, Take That, Traitor Game",
,1,Saboteur: De Donkere Grot (2022),2,8,45 Min,"1,75",Dutch,Party,"Bluffing, Card Game, Exploration, Fantasy, Party Game",,
,1,Saboteur Het Duel (2014),1,2,30 Min,"1,27",Dutch,"Two-Player, Party","Bluffing, Card Game, Exploration, Fantasy","Hand Management, Network and Route Building",
,1,Sagrada (2017),1,4,30-45 Min,"1,92","Dutch, French",Family,"Dice, Puzzle","Contracts, Dice Rolling, End Game Bonuses, Grid Coverage, Open Drafting, Pattern Building, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Variable Set-up",
,1,Saltfjord (2024),1,4,45-90 Min,"3,04",English,Strategy,"City Building, Dice, Farming, Nautical","Dice Rolling, End Game Bonuses, Income, Open Drafting, Set Collection, Tile Placement, Variable Player Powers, Variable Set-up, Worker Placement, Worker Placement with Dice Workers",
,1,Santa Fe (1992),2,5,70 Min,"2,2",,Strategy,Trains,"Network and Route Building, Open Drafting",
,1,Santa Monica (2020),2,4,45 Min,"2,16",English,Strategy,"City Building, Travel","Chaining, Open Drafting, Set Collection, Tags, Tile Placement",
,3,Santorini (2016),2,4,20 Min,"1,72","Dutch, English",Abstract,"Abstract Strategy, Ancient, Mythology","Grid Movement, Map Reduction, Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers",
,1,Above and Below (2015),2,4,90 Min,"2,52",,Thematic,"Adventure, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",,"Action Points, Dice Rolling, Narrative Choice / Paragraph, Set Collection, Storytelling, Trading, Turn Order: Progressive"
,1,Scarabya (2018),1,4,15-20 Min,"1,38",,Family,Puzzle,"Enclosure, Solo / Solitaire Game, Tile Placement",
,1,Schatten van de Phoenix (2025),2,6,30 Min,1,,Family,Card Game,Hand Managment,
,1,Schotten Totten (1999),2,2,20 Min,"1,67",English,"Two-Player, Family",Card Game,"Card Play Conflict Resolution, Hand Management, Melding and Splaying, Race, Set Collection",
,1,Schweinebammel (2008),2,6,20 Min,"1,5",,Children's,"Animals, Card Game, Children's Game",,
,1,SCOUT (2019),2,5,20 Min,"1,39",,Family,Card Game,"Hand Management, Ladder Climbing, Score-and-Reset Game",
,1,Scrabble (1948),2,4,90 Min,1,Dutch,Family,Word Game,"End Game Bonuses, Hand, Management, Spelling, Square Grid, Tile Placement",
,1,Scythe (2016),1,5,115 Min,"3,45",,Strategy,"Economic, Fighting, Science Fiction, Territory Building","Area Majority / Influence, Card Play Conflict Resolution, Contracts, End Game Bonuses, Force Commitment, Grid Movement, Hexagon Grid, King of the Hill, Movement Points, Narrative Choice / Paragraph, Solo / Solitaire Game, Take That, Tech Trees / Tech Tracks, Variable Player Powers, Variable Set-up, Victory Points as Resource, Zone of Control",
,1,Sea of Clouds (2016),2,4,45 Min,"1,72",English,Family,"Card Game, Pirates","Hidden Victory Points, Increase Value of Unchosen Resources, Open Drafting, Push Your Luck, Set Collection",
,1,Sea Salt & Paper (2022),2,4,30-45 Min,"1,48",,Family,"Animals, Card Game","Hand Management, Melding and Splaying, Open Drafting, Push Your Luck, Score-and-Reset Game, Set Collection, Sudden Death Ending",
,1,Seasons (2012),2,4,60 Min,"2,78",,Strategy,"Card Game, Fantasy","Closed Drafting, Dice Rolling, Die Icon Resolution, Hand Management, Open Drafting, Tags, Take That, Turn Order: Progressive, Victory Points as a Resource",
,2,Secret Hitler (2016),5,10,45 Min,"1,74",English,Party,"Bluffing, Card Game, Deduction, Humor, Party Game, Political, Spies / Secret Agents","Hidden Roles, Player Elimination, Team-Based Game, Traitor Game, Voting",
,1,Seikatsu (2017),1,4,15-30 Min,"1,47","Dutch, French, German",Abstract,"Abstract Strategy, Animals, Puzzle","Hand Management, Pattern Building, Set Collection, Tile Placement",
,1,Selfish: Star Wars Edition (2021),2,5,15-30 Min,"1,5",,Party,"Humor, Science Fiction","Race, Take That",
,3,Sequence (1982),2,12,10-30 Min,"1,31","Dutch, English, French, German",Family,"Abstract Strategy, Card Game","Hand Management, Pattern Building, Take That, Team-Based Game",
,2,SET (1988),1,20,30 Min,"1,42",,Party,"Card Game, Puzzle","Pattern Recognition, Real-Time, Speed Matching",
,1,SETI: Search for Extraterrestrial Intelligence (2024),1,4,40-160 Min,"3,82",,Strategy,"Science Fiction, Space Exploration","Area Majority / Influence, End Game Bonuses, Income, Multi-Use Cards, Resource to Move, Solo / Solitaire Game, Turn Order: Progressive, Variable Set-up",
,1,Settlement (2021),1,4,45-90 Min,"2,17","Dutch, French",Strategy,"City Building, Civilization, Exploration, Fantasy, Medieval, Territory Building","End Game Bonuses, Set Collection, Solo / Solitaire Game, Tile Placement, Turn Order: Pass Order",
,1,Shadows over Camelot (2005),3,7,60-90 Min,"2,57",,Thematic,"Adventure, Bluffing, Deduction, Fantasy, Medieval, Mythology","Communication Limits, Cooperative Game, Dice Rolling, Hand Management, Player Elimination, Semi-Cooperative Game, Set Collection, Sudden Death Ending, Take That, Team-Based Game, Trading, Traitor Game, Tug of War, Variable Player Powers",
,1,Shadows: Amsterdam (2018),2,8,20 Min,"1,3",Dutch,Party,"Animals, Deduction, Murder / Mystery, Party Game","Cooperative Game, Deduction, Modular Board, Point to Point Movement, Race, Real-Time, Team-Based Game, Variable Player Powers",
,1,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures (2016),1,8,90 Min,"2,2",,Thematic,"Deduction, Murder / Mystery, Novel-based, Post-Napoleonic, Puzzle, Spies / Secret Agents","Cooperative Game, Narrative Choice / Paragraph, Solo / Solitaire Game, Storytelling",
,1,Sheriff of Nottingham (2014),3,5,60 Min,"1,66",English,Party,"Bluffing, Card Game, Humor, Medieval, Negotiation, Novel-based, Party Game","Betting and Bluffing, Bribery, Hand Management, Negotiation, Open Drafting, Role Playing, Set Collection",
,3,Shit Happens (2016),2,8,20-60 Min,"1,05",,Party,"Card Game, Mature / Adult, Party Game","Memory, Pattern Building, Set Collection",
,1,SHŌBU (2019),2,2,15-30 Min,"1,87",English,Abstract,Abstract Strategy,"Grid Movement, Slide / Push, Square Grid",
,1,Sid Meier's Civilization: The Board Game (2010),2,4,120-240 Min,"3,9",,Strategy,"City Building, Civilization, Exploration, Negotiation, Video Game Theme","Deck, Bag, and Pool Building, Grid Movement, Hand Management, Modular Board, Open Drafting, Rock-Paper-Scissors, Square Grid, Tech Trees / Tech Tracks, Trading, Variable Player Powers",
,1,Sint Petersburg (2nd edition) (2014) ,2,5,60 Min,"2,67",,Strategy,"Age of Reason, Card Game, City Building, Economic","Income, Open Drafting, Set Collection",
,1,Skull (2011),3,6,15-45 Min,"1,12",,Party,"Bluffing, Card Game, Party Game","Auction / Bidding, Auction: Turn Order Untill Pass, Bids As Wagers, Hand Management, Player Elimination, Predictive Bid",
,2,Sky Team EN (2023),2,2,15 Min,"2,04",English,"Two-Player, Family","Aviation / Flight, Dice","Communication Limits, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Turn Order: Progressive, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",
,1,Sky Team NL (2023),2,2,20 Min,"2,04",Dutch,"Two-Player, Family","Aviation / Flight, Dice","Communication Limits, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Turn Order: Progressive, Variable Player Powers, Variable Set-up, Worker Placement with Dice Workers",
,1,Slag om Hoth,2,4,30 Min,"1,87",Dutch,Strategy,"Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Area Majority / Inlfuence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario / Mission / Campaign Game, Simulation, Team-Based Game, Variable Set-up",
,1,Sleeping Gods (2021),1,4,60-1200 Min,"3,27",,Thematic,"Adventure, Exploration, Fantasy, Fighting, Nautical","Action Points, Cooperative Game, Events, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling",
,1,Sleeping Gods: Distant Skies (2023),1,4,60-600 Min,"2,95",,Thematic,"Adventure, Aviation / Flight, Exploration, Fantasy, Fighting","Action Points, Cooperative Game, Deck, Bag and Pool Building, Narrative Choice / Paragraph, Push Your Luck, Solo / Solitaire Game, Storytelling",
,2,Sluwe Schotten,2,4,20 Min,"1,56",Dutch,Family,Card Game,"Push Your Luck, Set Collection",
,1,Slynx (2014),2,5,20 Min,"1,39",,Family,Card Game,"Hand Management, Melding and Splaying, Move Through Deck, Open Drafting, Take That",
,2,Small World (2009),2,5,40-80 Min,"2,35",Dutch,Strategy,"Fantasy, Fighting, Territory Building","Area Majority / Influence, Area Movement, Dice Rolling, Hidden Victory Points, Increase Value of Unchosen Resources, Variable Player Powers, Variable Set-up, Victory Points as a Resource",
,1,Small World of Warcraft (2020),2,5,40-80 Min,"2,69",,Strategy,"Fantasy, Fighting, Territory Building, Video Game Theme","Area Majority / Influence, Area Movement, Dice Rolling, Increase Value of Unchosen Resources, Team-Based Game, Variable Player Powers, Victory Points as a Resource",
,1,Sokken Zoeken (2004),2,6,10 Min,"1,06",Dutch,Children's,Children's Game,"Pattern Recognition, Set Collection",
